subref	form	norm	lemma	tag	curated
1@Ἡ	Ἡ	ἡ	ὁ		n
1@μὲν	μὲν	μέν	μέν		n
1@κατηγορία	κατηγορία	κατηγορία	κατηγορία		n
1@καὶ	καὶ	καί	καί		n
1@ἡ	ἡ	ἡ	ὁ		n
1@ἀπολογία	ἀπολογία	ἀπολογία	ἀπολογία		n
1@κρίσις	κρίσις	κρίσις	κρίσις		n
1@οὐ	οὐ	οὐ	οὐ		n
1@περὶ	περὶ	περί	περί		n
1@θανάτου	θανάτου	θανάτου	θάνατος		n
1@γίγνεται	γίγνεται	γίγνεται	γίγνομαι		n
1@θάνατον	θάνατον	θάνατον	θάνατος		n
1@μὲν[2]	μὲν	μέν	μέν		n
1@γὰρ	γὰρ	γάρ	γάρ		n
1@ἡ[2]	ἡ	ἡ	ὁ		n
1@φύσις	φύσις	φύσις	φύσις		n
1@φανερᾷ	φανερᾷ	φανερᾷ	φανερός		n
1@τῇ	τῇ	τῇ	ὁ		n
1@ψήφῳ	ψήφῳ	ψήφῳ	ψῆφος		n
1@πάντων	πάντων	πάντων	πᾶς		n
1@κατεψηφίσατο	κατεψηφίσατο	κατεψηφίσατο	καταψηφίζομαι		n
1@τῶν	τῶν	τῶν	ὁ		n
1@θνητῶν	θνητῶν	θνητῶν	θνητός		n
1@ᾗπερ	ᾗπερ	ᾗπερ			n
1@ἡμέρᾳ	ἡμέρᾳ	ἡμέρᾳ	ἡμέρα		n
1@τις	τις	τὶς	τις		n
1@ἐγένετο	ἐγένετο	ἐγένετο	γίγνομαι		n
1@περὶ[2]	περὶ	περί	περί		n
1@δὲ	δὲ	δέ	δέ		n
1@τῆς	τῆς	τῆς	ὁ		n
1@ἀτιμίας	ἀτιμίας	ἀτιμίας	ἀτιμία		n
1@καὶ[2]	καὶ	καί	καί		n
1@τῆς[2]	τῆς	τῆς	ὁ		n
1@τιμῆς	τιμῆς	τιμῆς	τιμή		n
1@ὁ	ὁ	ὁ	ὁ		n
1@κίνδυνός	κίνδυνός	κίνδυνος	κίνδυνος		n
1@ἐστι	ἐστι	ἐστί	εἰμί		n
1@πότερά	πότερά	πότερα	πότερος		n
1@με	με	με			n
1@χρὴ	χρὴ	χρή	χρή		n
1@δικαίως	δικαίως	δικαίως	δίκαιος		n
1@ἀποθανεῖν	ἀποθανεῖν	ἀποθανεῖν	ἀποθνῄσκω		n
1@ἢ	ἢ	ἤ	ἤ		n
1@μετ	μετ	μετ	μετά		n
1@ὀνειδῶν	ὀνειδῶν	ὀνειδῶν	ὄνειδος		n
1@μεγίστων	μεγίστων	μεγίστων	μέγας		n
1@καὶ[3]	καὶ	καί	καί		n
1@τῆς[3]	τῆς	τῆς	ὁ		n
1@αἰσχίστης	αἰσχίστης	αἰσχίστης	αἰσχρός		n
1@αἰτίας	αἰτίας	αἰτίας	αἰτία		n
1@βιαίως	βιαίως	βιαίως	βίαιος		n
1@ἀποθανεῖν[2]	ἀποθανεῖν	ἀποθανεῖν	ἀποθνῄσκω		n
2@δισσῶν	δισσῶν	δισσῶν	δισσός		n
2@δὲ	δὲ	δέ	δέ		n
2@τούτων	τούτων	τούτων	οὗτος		n
2@ὄντων	ὄντων	ὄντων	εἰμί		n
2@τοῦ	τοῦ	τοῦ	ὁ		n
2@μὲν	μὲν	μέν	μέν		n
2@ὑμεῖς	ὑμεῖς	ὑμεῖς			n
2@ὅλου	ὅλου	ὅλου			n
2@κρατεῖτε	κρατεῖτε	κρατεῖτε	κρατέω		n
2@τοῦ[2]	τοῦ	τοῦ	ὁ		n
2@δ[3]	δ	δ			n
2@ἐγώ	ἐγώ	ἐγώ			n
2@τῆς	τῆς	τῆς	ὁ		n
2@μὲν[2]	μὲν	μέν	μέν		n
2@δίκης	δίκης	δίκης	δίκη		n
2@ἐγώ[2]	ἐγώ	ἐγώ			n
2@τῆς[2]	τῆς	τῆς	ὁ		n
2@δὲ[2]	δὲ	δέ	δέ		n
2@βίας	βίας	βίας	βία		n
2@ὑμεῖς[2]	ὑμεῖς	ὑμεῖς			n
2@ἀποκτεῖναι	ἀποκτεῖναι	ἀποκτεῖναι	ἀποκτείνω		n
