subref	form	norm	lemma	tag	curated
intro@INTRODUCTION	INTRODUCTION	introduction			n
intro@This	This	this			n
intro@little	little	little			n
intro@essay	essay	essay			n
intro@or	or	or			n
intro@open	open	open			n
intro@letter	letter	letter			n
intro@to	to	to			n
intro@Favorinus	Favorinus	favorinus			n
intro@is[2]	is	is			n
intro@not	not	not			n
intro@written	written	written			n
intro@in[2]	in	in			n
intro@a[3]	a	a			n
intro@controversial	controversial	controversial			n
intro@spirit	spirit	spirit			n
intro@though	though	though			n
intro@a[5]	a	a			n
intro@few	few	few			n
intro@sharp	sharp	sharp			n
intro@comments	comments	comments			n
intro@are	are	are			n
intro@made	made	made			n
intro@from	from	from			n
intro@time	time	time			n
intro@to[2]	to	to			n
intro@time[2]	time	time			n
intro@Having	Having	having			n
intro@established	established	established			n
intro@chapters	chapters	chapters			n
intro@5-7	5-7	5-7			n
intro@that	that	that			n
intro@an	an	an			n
intro@element	element	element			n
intro@of	of	of			n
intro@Cold	Cold	cold			n
intro@really	really	really			n
intro@exists	exists	exists			n
intro@Plutarch	Plutarch	plutarch			n
intro@proceeds	proceeds	proceeds			n
intro@to[3]	to	to			n
intro@consider	consider	consider			n
intro@what	what	what			n
intro@that[2]	that	that			n
intro@element[2]	element	element			n
intro@may	may	may			n
intro@be	be	be			n
intro@Since	Since	since			n
intro@fire	fire	fire			n
intro@is[5]	is	is			n
intro@obviously	obviously	obviously			n
intro@excluded	excluded	excluded			n
intro@can	can	can			n
intro@it[4]	it	it			n
intro@be[2]	be	be			n
intro@air	air	air			n
intro@as	as	as			n
intro@the	the	the			n
intro@Stoics	Stoics	stoics			n
intro@believe	believe	believe			n
intro@8-12	8-12	8-12			n
intro@or[3]	or	or			n
intro@water	water	water			n
intro@as[2]	as	as			n
intro@Empedocles	Empedocles	empedocles			n
intro@and	and	and			n
intro@an[4]	an	an			n
intro@early	early	early			n
intro@Peripatetic	Peripatetic	peripatetic			n
intro@Strato	Strato	strato			n
intro@hold	hold	hold			n
intro@13-16	13-16	13-16			n
intro@Or	Or	or			n
