subref	form	norm	lemma	tag	curated
1.1.1@Ich	Ich	ich			n
1.1.1@ging	ging	ging			n
1.1.1@vor	vor	vor			n
1.1.1@diesen	diesen	diesen			n
1.1.1@Tagen	Tagen	tagen			n
1.1.1@nach	nach	nach			n
1.1.1@Patara	Patara	patara			n
1.1.1@mit	mit	mit			n
1.1.1@Proklus	Proklus	proklus			n
1.1.1@von	von	von			n
1.1.1@Milet	Milet	milet			n
1.1.1@indem	indem	indem			n
1.1.1@ich	ich	ich			n
1.1.1@den	den	den			n
1.1.1@Theophilus	Theophilus	theophilus			n
1.1.1@sehen	sehen	sehen			n
1.1.1@wollt	wollt	wollt			n
1.1.1@Denn	Denn	denn			n
1.1.1@ich[2]	ich	ich			n
1.1.1@hatte	hatte	hatte			n
1.1.1@erforscht	erforscht	erforscht			n
1.1.1@wie	wie	wie			n
1.1.1@x	x	x			n
1.1.1@sie	sie	sie			n
1.1.1@sagten	sagten	sagten			n
1.1.1@daß	daß	daß			n
1.1.1@er[2]	er	er			n
1.1.1@dort	dort	dort			n
1.1.1@gelandet	gelandet	gelandet			n
1.1.1@des	des	des			n
1.1.1@Sturmes	Sturmes	sturmes			n
1.1.1@wegen	wegen	wegen			n
1.1.1@einige	einige	einige			n
1.1.1@Tage[2]	Tage	tage			n
1.1.1@bleibe	bleibe	bleibe			n
1.1.2@Und	Und	und			n
1.1.2@als	als	als			n
1.1.2@wir	wir	wir			n
1.1.2@zu	zu	zu			n
1.1.2@dem	dem	dem			n
1.1.2@Hause	Hause	hause			n
1.1.2@des	des	des			n
1.1.2@Aglaophon	Aglaophon	aglaophon			n
1.1.2@gekommen	gekommen	gekommen			n
1.1.2@waren	waren	waren			n
1.1.2@fanden	fanden	fanden			n
1.1.2@wir[2]	wir	wir			n
1.1.2@nachdem	nachdem	nachdem			n
1.1.2@wir[3]	wir	wir			n
1.1.2@eingetreten	eingetreten	eingetreten			n
1.1.2@den[2]	den	den			n
1.1.2@Theophilus	Theophilus	theophilus			n
1.1.2@in[2]	in	in			n
1.1.2@der	der	der			n
1.1.2@die	die	die			n
1.1.2@Heilstatt	Heilstatt	heilstatt			n
1.1.2@seienden	seienden	seienden			n
1.1.2@Vorhalle	Vorhalle	vorhalle			n
1.1.2@wo	wo	wo			n
1.1.2@Aglaophon[2]	Aglaophon	aglaophon			n
1.1.2@selbst	selbst	selbst			n
1.1.2@wandelte	wandelte	wandelte			n
1.1.2@sitzend	sitzend	sitzend			n
1.1.2@auf	auf	auf			n
1.1.2@einem	einem	einem			n
1.1.2@Lehnssessel	Lehnssessel	lehnssessel			n
1.1.2@und	und	und			n
1.1.2@um	um	um			n
1.1.2@ihn	ihn	ihn			n
1.1.2@saßen	saßen	saßen			n
1.1.2@auf[2]	auf	auf			n
1.1.2@dem[3]	dem	dem			n
1.1.2@Boden	Boden	boden			n
1.1.2@Sistelius	Sistelius	sistelius			n
1.1.2@von	von	von			n
1.1.2@und[2]	und	und			n
1.1.2@x	x	x			n
1.1.2@Auxentius	Auxentius	auxentius			n
1.1.2@und[3]	und	und			n
1.1.2@Memian	Memian	memian			n
1.1.2@und[4]	und	und			n
1.1.2@von[2]	von	von			n
1.1.2@den[5]	den	den			n
1.1.2@Bürgern	Bürgern	bürgern			n
1.1.2@auch	auch	auch			n
1.1.2@Aglaophon[3]	Aglaophon	aglaophon			n
1.1.2@selbst[2]	selbst	selbst			n
1.1.2@und[5]	und	und			n
1.1.2@einige	einige	einige			n
1.1.2@andere	andere	andere			n
1.1.3@Sie	Sie	sie			n
1.1.3@philosophierten	philosophierten	philosophierten			n
1.1.3@aber	aber	aber			n
1.1.3@über	über	über			n
1.1.3@die	die	die			n
1.1.3@Natur	Natur	natur			n
1.1.3@des	des	des			n
1.1.3@Leibes	Leibes	leibes			n
1.1.3@und	und	und			n
1.1.3@über[2]	über	über			n
1.1.3@die[2]	die	die			n
1.1.3@Auferstehung	Auferstehung	auferstehung			n
1.1.3@sich	sich	sich			n
1.1.3@unterredend	unterredend	unterredend			n
1.1.3@mit	mit	mit			n
1.1.3@Theophilus	Theophilus	theophilus			n
1.1.3@Dieser	Dieser	dieser			n
1.1.3@aber[2]	aber	aber			n
1.1.3@auf	auf	auf			n
1.1.3@dem	dem	dem			n
1.1.3@Lehnsessel	Lehnsessel	lehnsessel			n
1.1.3@sitzend	sitzend	sitzend			n
1.1.3@antwortete	antwortete	antwortete			n
1.1.3@einem	einem	einem			n
1.1.3@jeden	jeden	jeden			n
1.1.3@auf[2]	auf	auf			n
1.1.3@seine	seine	seine			n
1.1.3@7	7	7			n
1.1.3@S[2]	S	s			n
1.1.3@220	220	220			n
1.1.3@1	1	1			n
1.1.3@Plato	Plato	plato			n
1.1.3@Prot	Prot	prot			n
1.1.3@314	314	314			n
1.1.3@E	E	e			n
1.1.3@315C	315C	315c			n
