subref	form	norm	lemma	tag	curated
1@Ὁ	Ὁ	ὁ			n
1@ἱδρὼς	ἱδρὼς	ἱδρώς			n
1@πότερον	πότερον	πότερον			n
1@ἐξ	ἐξ	ἐκ			n
1@ὑγρότητος	ὑγρότητος	ὑγρότητος			n
1@εὐθὺς	εὐθὺς	εὐθύς			n
1@ἐκκρινομένης	ἐκκρινομένης	ἐκκρινομένης			n
1@γίνεται	γίνεται	γίνεται			n
1@ἢ	ἢ	ἤ			n
1@πνεύματος	πνεύματος	πνεύματος			n
1@συμφύτου	συμφύτου	συμφύτου			n
1@διιόντος	διιόντος	διιόντος			n
1@διὰ	διὰ	διά			n
1@τῆς	τῆς	τῆς			n
1@σαρκὸς	σαρκὸς	σαρκός			n
1@εἴ	εἴ	εἴ			n
1@γʼ	γʼ	γʼ			n
1@ἔξω	ἔξω	ἔξω			n
1@πήγνυται	πήγνυται	πήγνυται			n
1@καὶ	καὶ	καί			n
1@συνίσταται	συνίσταται	συνίσταται			n
1@καταψυχόμενος	καταψυχόμενος	καταψυχόμενος			n
1@ἕτερος	ἕτερος	ἕτερος			n
1@ἔστω	ἔστω	ἔστω			n
1@ἐν	ἐν	ἐν			n
1@ἄλλοις	ἄλλοις	ἄλλοις			n
1@λόγος	λόγος	λόγος			n
1@Διότι	Διότι	διότι			n
1@δὲ	δὲ	δέ			n
1@ἁλμυρὸς	ἁλμυρὸς	ἁλμυρός			n
1@ἢ[2]	ἢ	ἤ			n
1@ὀξὺς	ὀξὺς	ὀξύς			n
1@ἢ[3]	ἢ	ἤ			n
1@κακώδης	κακώδης	κακώδης			n
1@ἢ[4]	ἢ	ἤ			n
1@τὰς	τὰς	τάς			n
1@ἄλλας	ἄλλας	ἄλλας			n
1@ἔχων	ἔχων	ἔχων			n
1@διαφορὰς	διαφορὰς	διαφοράς			n
1@νῦν	νῦν	νῦν			n
1@πειρατέον	πειρατέον	πειρατέον			n
1@θεωρεῖν	θεωρεῖν	θεωρεῖν			n
2@Ἁλμυρὸς	Ἁλμυρὸς	ἁλμυρός			n
2@μὲν	μὲν	μέν			n
2@οὖν	οὖν	οὖν			n
2@γίνεται	γίνεται	γίνεται			n
2@διότι	διότι	διότι			n
2@τὸ	τὸ	τό			n
2@ἀλλότριον	ἀλλότριον	ἀλλότριον			n
2@ἐκκρίνεται	ἐκκρίνεται	ἐκκρίνεται			n
2@πρὸς	πρὸς	πρός			n
2@φύσιν	φύσιν	φύσιν			n
2@τῆς	τῆς	τῆς			n
2@σαρκὸς	σαρκὸς	σαρκός			n
2@ἐξανηλωμένου	ἐξανηλωμένου	ἐξανηλωμένου			n
2@τοῦ	τοῦ	τοῦ			n
2@γλυκυτάτου	γλυκυτάτου	γλυκυτάτου			n
2@καὶ	καὶ	καί			n
2@κουφοτάτου	κουφοτάτου	κουφοτάτου			n
2@τὸ[2]	τὸ	τό			n
2@γὰρ	γὰρ	γάρ			n
2@τοιοῦτον	τοιοῦτον	τοιοῦτον			n
2@ἐν	ἐν	ἐν			n
2@μὲν[2]	μὲν	μέν			n
2@τῇ	τῇ	τῇ			n
2@ὑποστάσει	ὑποστάσει	ὑποστάσει			n
2@τῇ[2]	τῇ	τῇ			n
2@κατὰ	κατὰ	κατά			n
2@τὴν	τὴν	τήν			n
2@κύστιν	κύστιν	κύστιν			n
2@οὖρον	οὖρον	οὖρον			n
2@ἐν[2]	ἐν	ἐν			n
2@δὲ	δὲ	δέ			n
2@τῇ[3]	τῇ	τῇ			n
2@σαρκὶ	σαρκὶ	σαρκί			n
2@ἱδρὼς	ἱδρὼς	ἱδρώς			n
2@καλεῖται	καλεῖται	καλεῖται			n
2@πλὴν	πλὴν	πλήν			n
2@ὅτι	ὅτι	ὅτι			n
2@συμβαίνει	συμβαίνει	συμβαίνει			n
2@τὸ[3]	τὸ	τό			n
2@μὲν[3]	μὲν	μέν			n
2@αὐωτομάτως	αὐωτομάτως	αὐωτομάτως			n
2@καὶ[2]	καὶ	καί			n
2@οἷον	οἷον	οἷον			n
2@αὐτῆς	αὐτῆς	αὐτῆς			n
2@τῆς[3]	τῆς	τῆς			n
2@φύεως	φύεως	φύεως			n
2@ἐργαζομένης	ἐργαζομένης	ἐργαζομένης			n
2@ὑφίστασθαι	ὑφίστασθαι	ὑφίστασθαι			n
2@τὸν	τὸν	τόν			n
2@ἱδρῶτα	ἱδρῶτα	ἱδρῶτα			n
2@δʼ	δʼ	δʼ			n
2@ἐκκρίνεσθαι	ἐκκρίνεσθαι	ἐκκρίνεσθαι			n
2@διὰ	διὰ	διά			n
2@τὴν[2]	τὴν	τήν			n
2@κίνησιν	κίνησιν	κίνησιν			n
2@ἢ	ἢ	ἤ			n
2@πόνον	πόνον	πόνον			n
2@ἢ[2]	ἢ	ἤ			n
2@ἁπλῶς	ἁπλῶς	ἁπλῶς			n
2@τὴν[3]	τὴν	τήν			n
2@τοῦ[2]	τοῦ	τοῦ			n
2@θερμοῦ	θερμοῦ	θερμοῦ			n
2@καὶ[3]	καὶ	καί			n
2@πνεύματος	πνεύματος	πνεύματος			n
2@δύναμιν	δύναμιν	δύναμιν			n
2@διὸ	διὸ	διό			n
2@καὶ[4]	καὶ	καί			n
2@τὸ[5]	τὸ	τό			n
2@μὲν[4]	μὲν	μέν			n
2@ἀεὶ	ἀεὶ	ἀεί			n
2@τὸ[6]	τὸ	τό			n
2@δʼ[2]	δʼ	δʼ			n
2@οὐκ	οὐκ	οὐ			n
2@ἀεί	ἀεί	ἀεί			n
2@Συνεχὴς	Συνεχὴς	συνεχής			n
