subref	form	norm	lemma	tag	curated
13.1@Fr	Fr	fr			n
13.1@13	13	13			n
13.1@Θεόφραστος	Θεόφραστος	θεόφραστος			n
13.1@δὲ	δὲ	δέ			n
13.1@τὴν	τὴν	τήν			n
13.1@αἴσθησιν	αἴσθησιν	αἴσθησιν			n
13.1@ἀρχὴν	ἀρχὴν	ἀρχήν			n
13.1@εἶναι	εἶναι	εἶναι			n
13.1@πίστεώς	πίστεώς	πίστεως			n
13.1@φησιν	φησιν	φησίν			n
13.1@ἀπὸ	ἀπὸ	ἀπό			n
13.1@γὰρ	γὰρ	γάρ			n
13.1@ταύτης	ταύτης	ταύτης			n
13.1@αἱ	αἱ	αἱ			n
13.1@ἀρχαὶ	ἀρχαὶ	ἀρχαί			n
13.1@πρὸς	πρὸς	πρός			n
13.1@τὸ	τὸ	τό			n
13.1@λόγον	λόγον	λόγον			n
13.1@τὸν	τὸν	τόν			n
13.1@ἐν	ἐν	ἐν			n
13.1@ἡμῖν	ἡμῖν	ἡμῖν			n
13.1@καὶ	καὶ	καί			n
13.1@τὴν[2]	τὴν	τήν			n
13.1@διάνοιαν	διάνοιαν	διάνοιαν			n
13.1@ἐκτείνονται	ἐκτείνονται	ἐκτείνονται			n
13.1@Clem	Clem	clem			n
13.1@Alex	Alex	alex			n
13.1@Strom	Strom	strom			n
13.1@I	I	i			n
13.1@p	p	p			n
13.1@301	301	301			n
13.1@ed	ed	ed			n
13.1@Sylb	Sylb	sylb			n
14.1@Fr	Fr	fr			n
14.1@14	14	14			n
14.1@Ὁ	Ὁ	ὁ			n
14.1@δὲ	δὲ	δέ			n
14.1@Ἐρέσιος	Ἐρέσιος	ἐρέσιος			n
14.1@ἐκεῖνος	ἐκεῖνος	ἐκεῖνος			n
14.1@Θεόφραστος	Θεόφραστος	θεόφραστος			n
14.1@ὁ	ὁ	ὁ			n
14.1@Ἀριστοτέλους	Ἀριστοτέλους	ἀριστοτέλους			n
14.1@γνώριμος	γνώριμος	γνώριμος			n
14.1@πὴ	πὴ	πή			n
14.1@μὲν	μὲν	μέν			n
14.1@οὐρανὸν	οὐρανὸν	οὐρανόν			n
14.1@πὴ[2]	πὴ	πή			n
14.1@δὲ[2]	δὲ	δέ			n
14.1@πνεῦμα	πνεῦμα	πνεῦμα			n
14.1@τὸν	τὸν	τόν			n
14.1@θεὸν	θεὸν	θεόν			n
