subref	form	norm	lemma	tag	curated
1.1@Von	Von	von			n
1.1@wo	wo	wo			n
1.1@o[3]	o	o			n
1.1@Eubulius	Eubulius	eubulius			n
1.1@Nicht	Nicht	nicht			n
1.1@offenbar	offenbar	offenbar			n
1.1@von	von	von			n
1.1@der	der	der			n
1.1@Jagd	Jagd	jagd			n
1.1@nach	nach	nach			n
1.1@der[2]	der	der			n
1.1@Eigenart	Eigenart	eigenart			n
1.1@des	des	des			n
1.1@Verständnisses	Verständnisses	verständnisses			n
1.1@der[3]	der	der			n
1.1@göttlichen	göttlichen	göttlichen			n
1.1@Schrift	Schrift	schrift			n
1.1@In	In	in			n
1.1@der[4]	der	der			n
1.1@Frühe	Frühe	frühe			n
1.1@nämlich	nämlich	nämlich			n
1.1@klopfte	klopfte	klopfte			n
1.1@jemand	jemand	jemand			n
1.1@von[2]	von	von			n
1.1@denen	denen	denen			n
1.1@des[2]	des	des			n
1.1@Sistelius	Sistelius	sistelius			n
1.1@an[2]	an	an			n
1.1@die	die	die			n
1.1@Tür	Tür	tür			n
1.1@und	und	und			n
1.1@als	als	als			n
1.1@ihm	ihm	ihm			n
1.1@ein	ein	ein			n
1.1@Knabe	Knabe	knabe			n
1.1@öffnete	öffnete	öffnete			n
1.1@meldete	meldete	meldete			n
1.1@er[6]	er	er			n
1.1@Sistelius[2]	Sistelius	sistelius			n
1.1@rufe	rufe	rufe			n
1.1@zu	zu	zu			n
1.1@sieh	sieh	sieh			n
1.2@Und	Und	und			n
1.2@nachdem	nachdem	nachdem			n
1.2@ich	ich	ich			n
1.2@aufgestanden	aufgestanden	aufgestanden			n
1.2@ging	ging	ging			n
1.2@ich[2]	ich	ich			n
1.2@sofort	sofort	sofort			n
1.2@Und[2]	Und	und			n
1.2@als	als	als			n
1.2@wir	wir	wir			n
1.2@nahe	nahe	nahe			n
1.2@der	der	der			n
1.2@Wohnung	Wohnung	wohnung			n
1.2@waren	waren	waren			n
1.2@kam	kam	kam			n
1.2@mir	mir	mir			n
1.2@Sistelius	Sistelius	sistelius			n
1.2@entgegen	entgegen	entgegen			n
1.2@umarmte	umarmte	umarmte			n
1.2@mich	mich	mich			n
1.2@und	und	und			n
1.2@sprach	sprach	sprach			n
1.2@Zeitweilig	Zeitweilig	zeitweilig			n
1.2@von	von	von			n
1.2@uns	uns	uns			n
1.2@gegangen	gegangen	gegangen			n
1.2@hast	hast	hast			n
1.2@du	du	du			n
1.2@uns[2]	uns	uns			n
1.2@des	des	des			n
1.2@Verständnisses	Verständnisses	verständnisses			n
1.2@der[2]	der	der			n
1.2@Schrift	Schrift	schrift			n
1.2@beraubt	beraubt	beraubt			n
